split,symbol,side,venue,window_seconds,signed_liq_bucket,horizon_seconds,rows,clipped_turnover,weighted_pnl_bps,mean_pnl_bps
validation,btcusdt,buy,binance,60,pos_1e1,300,83116,156029684.40579996,1.8739784144111777,1.606396336839535
validation,btcusdt,sell,binance,60,pos_1e1,300,75354,135113449.0469998,-16.857539847225272,-8.02068805315496
validation,btcusdt,buy,binance,1,pos_1e1,30,19902,60825245.73970005,-5.069096836150721,-4.541853558302301
validation,btcusdt,sell,binance,1,pos_1e1,30,10687,26486486.725699995,0.7655611788698938,1.2377486378091556
validation,btcusdt,buy,binance,5,pos_1e1,30,27999,68325207.97330001,-14.21389570049764,-9.678283840916327
validation,btcusdt,sell,binance,5,pos_1e1,30,23352,52290812.96810001,10.155938116841803,6.345698762184946
validation,btcusdt,buy,binance,120,pos_1e1,30,122279,225151049.87889975,-0.5990166900818409,-0.6062821730362501
validation,btcusdt,sell,binance,120,pos_1e1,30,118823,215548193.38039994,-0.02577776601990895,-0.04193694020618136
validation,btcusdt,buy,binance,1,pos_1e1,120,19902,60825245.73970005,4.496759409101039,-0.5554395785369087
validation,btcusdt,sell,binance,1,pos_1e1,120,10687,26486486.725699995,-4.101541950009383,0.27893966294059847
validation,btcusdt,buy,binance,5,pos_1e1,120,27999,68325207.97330001,-10.22821909883388,-9.452612924395778
validation,btcusdt,sell,binance,5,pos_1e1,120,23352,52290812.96810001,11.618470234559062,9.123935501777616
validation,btcusdt,buy,binance,120,pos_1e1,120,122279,225151049.87889975,-1.4060595359794619,-1.6981946616566863
validation,btcusdt,sell,binance,120,pos_1e1,120,118823,215548193.38039994,0.7502041629585005,0.6381764209372446
validation,btcusdt,buy,binance,1,pos_1e1,300,19902,60825245.73970005,21.604267727749487,11.482944190487112
validation,btcusdt,sell,binance,1,pos_1e1,300,10687,26486486.725699995,-16.467814398236985,-6.254383530510889
validation,btcusdt,buy,binance,5,pos_1e1,300,27999,68325207.97330001,-0.24764156528138295,1.5754068196231166
