strategy,split,vol_window_seconds,vol_floor,sigma_multiplier,score,final_pnl,max_drawdown,turnover,fill_count,final_inventory,max_abs_inventory,avg_abs_inventory,avg_quoted_spread_ticks
avellaneda_stoikov_microprice,validation,300.0,0.1,1.0,-76.77411530462932,-69.66302135,71.10231480000007,304454.9077995999,3841,-3309.0,69480.0,8624.746293188264,90.27892239134209
avellaneda_stoikov_microprice,validation,300.0,0.05,1.0,-76.77411530462932,-69.66302135,71.10231480000007,304454.9077995999,3841,-3309.0,69480.0,8624.746293188264,90.27892239134209
avellaneda_stoikov_microprice,validation,180.0,0.05,1.0,-77.67481355568474,-70.4749794000001,71.98975134999993,297353.1475028,3746,-2696.0,61248.0,8590.206846461022,90.281978123734
avellaneda_stoikov_microprice,validation,180.0,0.1,1.0,-77.67481355568474,-70.4749794000001,71.98975134999993,297353.1475028,3746,-2696.0,61248.0,8590.206846461022,90.281978123734
avellaneda_stoikov_microprice,validation,180.0,0.2,1.0,-77.67481355568474,-70.4749794000001,71.98975134999993,297353.1475028,3746,-2696.0,61248.0,8590.206846461022,90.281978123734
avellaneda_stoikov_microprice,validation,600.0,0.1,1.0,-80.21978970020228,-72.79285744999976,74.26039909999969,300068.8497137007,3784,-3669.0,59828.0,8923.402025580184,90.27871983332369
avellaneda_stoikov_microprice,validation,600.0,0.05,1.0,-80.21978970020228,-72.79285744999976,74.26039909999969,300068.8497137007,3784,-3669.0,59828.0,8923.402025580184,90.27871983332369
avellaneda_stoikov_microprice,validation,600.0,0.2,1.0,-80.21978970020228,-72.79285744999976,74.26039909999969,300068.8497137007,3784,-3669.0,59828.0,8923.402025580184,90.27871983332369
avellaneda_stoikov_microprice,validation,180.0,0.05,0.5,-90.69679424548843,-81.73989790000026,89.54791750000015,387302.1680840994,4891,5688.0,99293.0,21045.954881648242,83.20321777880665
avellaneda_stoikov_microprice,validation,180.0,0.1,0.5,-90.69679424548843,-81.73989790000026,89.54791750000015,387302.1680840994,4891,5688.0,99293.0,21045.954881648242,83.20321777880665
avellaneda_stoikov_microprice,validation,180.0,0.2,0.5,-90.69679424548843,-81.73989790000026,89.54791750000015,387302.1680840994,4891,5688.0,99293.0,21045.954881648242,83.20321777880665
avellaneda_stoikov_microprice,validation,300.0,0.05,0.5,-92.99653144038068,-83.82832835000174,91.66068695000145,388321.3621625019,4905,-643.0,100149.0,21343.953787834944,83.20077666981116
avellaneda_stoikov_microprice,validation,300.0,0.2,0.5,-92.99653144038068,-83.82832835000174,91.66068695000145,388321.3621625019,4905,-643.0,100149.0,21343.953787834944,83.20077666981116
avellaneda_stoikov_microprice,validation,300.0,0.1,0.5,-92.99653144038068,-83.82832835000174,91.66068695000145,388321.3621625019,4905,-643.0,100149.0,21343.953787834944,83.20077666981116
avellaneda_stoikov_microprice,validation,60.0,0.05,0.5,-95.13621903433908,-85.92217215000159,92.11998075000139,385963.6058451993,4872,-4761.0,90501.0,20488.093373459113,83.20269691533075
avellaneda_stoikov_microprice,validation,60.0,0.1,0.5,-95.13621903433908,-85.92217215000159,92.11998075000139,385963.6058451993,4872,-4761.0,90501.0,20488.093373459113,83.20269691533075
avellaneda_stoikov_microprice,validation,60.0,0.2,0.5,-95.13621903433908,-85.92217215000159,92.11998075000139,385963.6058451993,4872,-4761.0,90501.0,20488.093373459113,83.20269691533075
avellaneda_stoikov_microprice,validation,600.0,0.2,0.5,-95.18005783197086,-85.68909715000103,94.88790735000097,387975.25585730094,4898,-1107.0,104728.0,21699.469697320448,83.20026520591097
